defect_id,product_line,production_date,defect_type,defect_count,total_produced,defect_rate,severity,root_cause,created_date
494,Sensor Assemblies,2024-12-06,Weld Defect,42,947,0.0444,Critical,Material variance,2024-12-06 00:00:00
495,Hydraulic Actuators,2024-12-06,Stress Crack,10,254,0.0394,Critical,Machine calibration,2024-12-06 00:00:00
496,Hydraulic Actuators,2024-12-07,Incorrect Assembly,2,101,0.0198,Major,Machine calibration,2024-12-07 00:00:00
497,Sensor Assemblies,2024-12-08,Weld Defect,4,330,0.0121,Major,Process deviation,2024-12-08 00:00:00
498,Turbine Blades,2024-12-10,Dimensional Out-of-Spec,12,580,0.0207,Critical,Environmental factors,2024-12-10 00:00:00
499,Engine Mounts,2024-12-10,Coating Failure,2,146,0.0137,Minor,Process deviation,2024-12-10 00:00:00
500,Control Valves,2024-12-12,Dimensional Out-of-Spec,1,490,0.002,Critical,Process deviation,2024-12-12 00:00:00
501,Composite Panels,2024-12-14,Porosity,5,202,0.0248,Critical,Environmental factors,2024-12-14 00:00:00
502,Landing Gear,2024-12-15,Coating Failure,31,979,0.0317,Minor,Operator error,2024-12-15 00:00:00
503,Composite Panels,2024-12-16,Incorrect Assembly,6,589,0.0102,Major,Operator error,2024-12-16 00:00:00
504,Hydraulic Actuators,2024-12-16,Weld Defect,3,248,0.0121,Minor,Material variance,2024-12-16 00:00:00
505,Hydraulic Actuators,2024-12-17,Surface Scratch,32,829,0.0386,Minor,Tool wear,2024-12-17 00:00:00
506,Precision Bearings,2024-12-18,Porosity,5,257,0.0195,Minor,Machine calibration,2024-12-18 00:00:00
507,Hydraulic Actuators,2024-12-18,Material Contamination,40,834,0.048,Critical,Machine calibration,2024-12-18 00:00:00
508,Composite Panels,2024-12-19,Material Contamination,6,158,0.038,Minor,Operator error,2024-12-19 00:00:00
509,Control Valves,2024-12-19,Surface Scratch,20,480,0.0417,Major,Material variance,2024-12-19 00:00:00
510,Control Valves,2024-12-20,Porosity,1,168,0.006,Critical,Operator error,2024-12-20 00:00:00
511,Composite Panels,2024-12-20,Missing Component,31,800,0.0387,Critical,Material variance,2024-12-20 00:00:00
512,Turbine Blades,2024-12-20,Incorrect Assembly,21,597,0.0352,Critical,Environmental factors,2024-12-20 00:00:00
513,Landing Gear,2024-12-21,Incorrect Assembly,35,768,0.0456,Critical,Tool wear,2024-12-21 00:00:00
514,Landing Gear,2024-12-21,Material Contamination,12,325,0.0369,Major,Machine calibration,2024-12-21 00:00:00
515,Composite Panels,2024-12-23,Incorrect Assembly,15,334,0.0449,Major,Tool wear,2024-12-23 00:00:00
516,Sensor Assemblies,2024-12-23,Stress Crack,17,848,0.02,Critical,Operator error,2024-12-23 00:00:00
517,Precision Bearings,2024-12-24,Material Contamination,4,682,0.0059,Minor,Machine calibration,2024-12-24 00:00:00
518,Landing Gear,2024-12-24,Coating Failure,2,477,0.0042,Minor,Operator error,2024-12-24 00:00:00
519,Sensor Assemblies,2024-12-27,Surface Scratch,8,538,0.0149,Minor,Machine calibration,2024-12-27 00:00:00
520,Landing Gear,2024-12-27,Thread Damage,24,690,0.0348,Critical,Environmental factors,2024-12-27 00:00:00
521,Engine Mounts,2024-12-28,Incorrect Assembly,31,660,0.047,Critical,Tool wear,2024-12-28 00:00:00
522,Engine Mounts,2024-12-28,Material Contamination,0,922,0.0,Critical,Operator error,2024-12-28 00:00:00
523,Composite Panels,2024-12-29,Surface Scratch,10,262,0.0382,Critical,Environmental factors,2024-12-29 00:00:00
524,Landing Gear,2024-12-30,Dimensional Out-of-Spec,11,239,0.046,Critical,Operator error,2024-12-30 00:00:00
525,Landing Gear,2024-12-30,Coating Failure,7,306,0.0229,Minor,Process deviation,2024-12-30 00:00:00
526,Engine Mounts,2024-12-30,Coating Failure,29,644,0.045,Critical,Environmental factors,2024-12-30 00:00:00
527,Control Valves,2024-12-31,Coating Failure,2,175,0.0114,Major,Process deviation,2024-12-31 00:00:00
528,Control Valves,2024-12-31,Material Contamination,9,181,0.0497,Critical,Process deviation,2024-12-31 00:00:00
529,Composite Panels,2024-12-31,Stress Crack,1,791,0.0013,Major,Machine calibration,2024-12-31 00:00:00
